,评论时间,处理内容,评论者IP归属地,评论内容,用户地理位置,评论者性别,情感分析,locations
1958,24年07月08日 17:55,哇！我们公司就用了ai芯片,来自江西,哇！我们公司就用了ai芯片,北京 东城区,女,0.4764323897652647,来自江西
1959,24年07月08日 17:51,有没有可能把芯片降价,来自天津,有没有可能把芯片降价,北京,女,0.21227736506499761,来自天津
1960,24年07月08日 17:49,台积电能继续提升毛利率，可见其实力不容小觑,来自安徽,台积电能继续提升毛利率，可见其实力不容小觑,北京 东城区,女,0.8421091881455061,来自安徽
1961,24年07月08日 17:48,请问这款代工厂的产品适合用来做嵌入式开发么,来自安徽,请问这款代工厂的产品适合用来做嵌入式开发么,北京 东城区,女,0.5134612345816476,来自安徽
1962,24年07月08日 18:38,芯片里的学问好大,来自广东,芯片里的学问好大,北京 东城区,女,0.6238468951173128,来自广东
1963,24年07月08日 18:35,这新闻是不是说明我对AI的兴趣可能被大公司看到了,来自江西,这新闻是不是说明我对AI的兴趣可能被大公司看到了,北京 东城区,女,0.6271966058667653,来自江西
1964,24年07月08日 18:33,听说这个技术在自动驾驶上也大有前途,来自天津,听说这个技术在自动驾驶上也大有前途,北京,女,0.6070200794849429,来自天津
1965,24年07月08日 18:32,这个芯片用在手机上会不会影响续航啊,来自广东,这个芯片用在手机上会不会影响续航啊,北京 东城区,女,0.6879984827707623,来自广东
1966,24年07月08日 18:20,芯片那么复杂为什么还能大规模生产呢,来自天津,芯片那么复杂为什么还能大规模生产呢,北京,女,0.8287692543199476,来自天津
1967,24年07月08日 18:17,AI半导体需求强劲，期待台积电能够在未来进一步增长！,来自江西,AI半导体需求强劲，期待台积电能够在未来进一步增长！,北京 东城区,女,0.9996634530330765,来自江西
1968,24年07月08日 18:17,请问这款芯片可以用来玩游戏嘛,来自云南,请问这款芯片可以用来玩游戏嘛,北京 东城区,女,0.5873536064566591,来自云南
1969,24年07月08日 18:14,感觉未来是ai的时代了,来自山东,感觉未来是ai的时代了,北京 东城区,女,0.9740058498176105,来自山东
1970,24年07月08日 18:12,芯片制造商都在往ai方向靠拢,来自山东,芯片制造商都在往ai方向靠拢,北京 东城区,女,0.9889598478267809,来自山东
1971,24年07月08日 18:08,感觉未来都是ai的时代了,来自浙江,感觉未来都是ai的时代了,其他,女,0.9764335604547691,来自浙江
1972,24年07月08日 18:08,AI现在越来越多了 我也要做一名初学者试试看,来自江西,AI现在越来越多了 我也要做一名初学者试试看,北京 东城区,女,0.9948621126465303,来自江西
1973,24年07月08日 18:07,听说最近台积电的技术领先全球呢,来自天津,听说最近台积电的技术领先全球呢,北京,女,0.3826633976608492,来自天津
1974,24年07月08日 18:05,请问这个ai芯片适用于普通消费者嘛,来自贵州,请问这个ai芯片适用于普通消费者嘛,北京 东城区,女,0.03423621051958892,来自贵州
1975,24年07月08日 17:59,我的笔记本是英特尔的处理器好像不太行,来自山东,我的笔记本是英特尔的处理器好像不太行,北京 东城区,女,0.17325776101567492,来自山东
1976,24年07月08日 17:54,看到台积电涨价，不知道国产厂商如何应对,来自贵州,看到台积电涨价，不知道国产厂商如何应对,北京 东城区,女,0.6413059406263422,来自贵州
1977,24年07月08日 17:54,看来人工智能领域还是大有前途的,来自云南,看来人工智能领域还是大有前途的,北京 东城区,女,0.9932497031421699,来自云南
1978,24年07月08日 17:49,听说英特尔也在研发ai芯片,来自辽宁,听说英特尔也在研发ai芯片,北京 东城区,女,0.7244582439785979,来自辽宁
1979,24年07月08日 17:47,芯片那么复杂……我这种小白完全搞不懂,来自辽宁,芯片那么复杂……我这种小白完全搞不懂,北京 东城区,女,0.20030485632794437,来自辽宁
1980,24年07月08日 16:50,MJ和SD做图片效果惊人，有观感! 🌟,来自江西,MJ和SD做图片效果惊人，有观感! 🌟,北京 东城区,女,0.08693458974119739,来自江西
1981,24年07月08日 16:44,"<img alt=""[doge]"" title=""[doge]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/a1/2018new_doge02_org.png"" />你准备用这个主题发个朋友圈么？",来自广东,[doge]你准备用这个主题发个朋友圈么？,北京 东城区,女,0.3739951193686698,来自广东
1982,24年07月08日 16:38,"这也太厉害了<img alt=""[打call]"" title=""[打call]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/39/moren_dacall02_org.png"" />",来自江苏,这也太厉害了[打call],北京 东城区,女,0.19262926912112888,来自江苏
1983,24年07月08日 16:38,用DreamMachine做的视频太强大了吧😲,来自辽宁,用DreamMachine做的视频太强大了吧😲,北京 东城区,女,0.6999617662401346,来自辽宁
1984,24年07月08日 16:26,是我喜欢的呀！,来自安徽,是我喜欢的呀！,北京 东城区,女,0.6994590939824207,来自安徽
1985,24年07月08日 16:10,这MV真炫酷，AI真的越来越厉害了！👏,来自江西,这MV真炫酷，AI真的越来越厉害了！👏,北京 东城区,女,0.9009241226357652,来自江西
1986,24年07月08日 16:19,ChatGPT创作音乐？未来已经来了🎵,来自山东,ChatGPT创作音乐？未来已经来了🎵,北京 东城区,女,0.9821581129075866,来自山东
1987,24年07月08日 16:31,0毕竟是OpenAI的第一代产品，相信后续会更完善,来自云南,0毕竟是OpenAI的第一代产品，相信后续会更完善,北京 东城区,女,0.3388633109831709,来自云南
1988,24年07月08日 16:29,大模型产品依靠ChatGPT的时代要结束了么？🤔,来自江西,大模型产品依靠ChatGPT的时代要结束了么？🤔,北京 东城区,女,0.9256898958991416,来自江西
1989,24年07月08日 16:26,"目前ai的发展还是挺快的<img alt=""[doge]"" title=""[doge]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/a1/2018new_doge02_org.png"" />",来自辽宁,目前ai的发展还是挺快的[doge],北京 东城区,女,0.9627868111343073,来自辽宁
1990,24年07月08日 16:42,可以预测一下，接下来微软和OpenAI在游戏领域的竞争和合作趋势吗？,来自江苏,可以预测一下，接下来微软和OpenAI在游戏领域的竞争和合作趋势吗？,北京 东城区,女,0.9959406825287573,来自江苏
1991,24年07月08日 16:26,这次事件对于OpenAI和微软来说，都是一个不小的挑战,来自浙江,这次事件对于OpenAI和微软来说，都是一个不小的挑战,其他,女,0.9672425899706961,来自浙江
1992,24年07月08日 15:01,想了解一下开放ai怎么付费,来自江苏,想了解一下开放ai怎么付费,北京 东城区,女,0.31039740775225766,来自江苏
1993,24年07月08日 15:00,智能语音助手越来越成熟,来自广东,智能语音助手越来越成熟,北京 东城区,女,0.9855411692413905,来自广东
1994,24年07月08日 14:56,OpenAI已经投入了大量资金，但他们的成果似乎还没有转化为现实,来自辽宁,OpenAI已经投入了大量资金，但他们的成果似乎还没有转化为现实,北京 东城区,女,0.9934578234264556,来自辽宁
1995,24年07月08日 14:52,没想到这个话题居然火了，那就让我们拭目以待吧,来自江苏,没想到这个话题居然火了，那就让我们拭目以待吧,北京 东城区,女,0.3291483469478813,来自江苏
1996,24年07月08日 15:36,OpenAI的新一代AI机器人是不是很厉害？我能看到吗？,来自福建,OpenAI的新一代AI机器人是不是很厉害？我能看到吗？,北京 东城区,女,0.6260469457838816,来自福建
1997,24年07月08日 15:36,这个观点好超前,来自贵州,这个观点好超前,北京 东城区,女,0.875358299675744,来自贵州
1998,24年07月08日 15:35,有没有可能将来真的普及到每个人都可以免费使用呢,来自辽宁,有没有可能将来真的普及到每个人都可以免费使用呢,北京 东城区,女,0.6594344799960745,来自辽宁
1999,24年07月08日 15:33,这个分享太有用了！谢谢,来自山东,这个分享太有用了！谢谢,北京 东城区,女,0.7188591639870383,来自山东
2000,24年07月08日 15:32,这个分享好未来科技感,来自天津,这个分享好未来科技感,北京,女,0.9971676534355379,来自天津
2001,24年07月08日 15:26,我想知道openai是怎么做到不让模型学到恶性内容的,来自江西,我想知道openai是怎么做到不让模型学到恶性内容的,北京 东城区,女,0.8253676363607106,来自江西
2002,24年07月08日 15:24,这个说法好有未来感,来自江西,这个说法好有未来感,北京 东城区,女,0.9014560866087159,来自江西
2003,24年07月08日 15:21,这说法太乐观了,来自福建,这说法太乐观了,北京 东城区,女,0.7773214419472344,来自福建
2004,24年07月08日 15:14,未来的AI世界会是什么样子的呢？,来自云南,未来的AI世界会是什么样子的呢？,北京 东城区,女,0.9927540706895984,来自云南
2005,24年07月08日 15:14,OpenAI的人工智能真是改变未来的利器啊！👏,来自辽宁,OpenAI的人工智能真是改变未来的利器啊！👏,北京 东城区,女,0.978243217164036,来自辽宁
2006,24年07月08日 15:13,最近一直在关注openai的新闻,来自辽宁,最近一直在关注openai的新闻,北京 东城区,女,0.9277623268680723,来自辽宁
2007,24年07月08日 15:12,感觉AI在未来几年会取代很多职业，同时也会创造新的职业,来自贵州,感觉AI在未来几年会取代很多职业，同时也会创造新的职业,北京 东城区,女,0.9976273743511013,来自贵州
2008,24年07月08日 15:11,这说的不就是我们这些互联网原住民的经历么,来自安徽,这说的不就是我们这些互联网原住民的经历么,北京 东城区,女,0.6741934756639496,来自安徽
2009,24年07月08日 15:09,这个分享太及时了！最近在学编程呢,来自广东,这个分享太及时了！最近在学编程呢,北京 东城区,女,0.9508260778802804,来自广东
2010,24年07月08日 15:08,这意思是我们以后能和 chatGPT说话了,来自辽宁,这意思是我们以后能和 chatGPT说话了,北京 东城区,女,0.43556572439111385,来自辽宁
2011,24年07月08日 15:07,这个观点好前卫啊,来自河北,这个观点好前卫啊,北京 东城区,女,0.4674830895741954,来自河北
2012,24年07月08日 14:58,感觉未来都是ai的时代了,来自四川,感觉未来都是ai的时代了,北京,女,0.9764335604547691,来自四川
2013,24年07月08日 14:57,有没有可能把openai的人脸识别技术应用在自拍视频里,来自江西,有没有可能把openai的人脸识别技术应用在自拍视频里,北京 东城区,女,0.11762250258703777,来自江西
2014,24年07月08日 14:44,感觉openai真的在改变世界,来自河北,感觉openai真的在改变世界,北京 东城区,女,0.9804170731432293,来自河北
2015,24年07月08日 12:51,"<img alt=""[并不简单]"" title=""[并不简单]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/aa/2018new_bingbujiandan_org.png"" /> 看看最后那几个字  美国不想和中国伙伴儿玩了呀",来自天津,[并不简单] 看看最后那几个字  美国不想和中国伙伴儿玩了呀,北京,女,0.8251156293384897,来自天津
2016,24年07月08日 12:34,哇，时尚界能不能也来一次这样的真相发布？😉,来自辽宁,哇，时尚界能不能也来一次这样的真相发布？😉,北京 东城区,女,0.9031393194609917,来自辽宁
2017,24年07月08日 12:26,为什么我们发出来这么被动 他们都是外人干的 然后就变成我们的责任 什么时候中国的能主动的承担责任 那才是进步,来自河北,为什么我们发出来这么被动 他们都是外人干的 然后就变成我们的责任 什么时候中国的能主动的承担责任 那才是进步,北京 东城区,女,0.35853083575839795,来自河北
2018,24年07月08日 12:25,人工智能真的无处不在，连监听也用上了！😱,来自浙江,人工智能真的无处不在，连监听也用上了！😱,其他,女,0.8720395311658732,来自浙江
2019,24年07月08日 12:07,"没有特朗普的驴象之争<img alt=""[嘻嘻]"" title=""[嘻嘻]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/33/2018new_xixi_org.png"" />",来自河北,没有特朗普的驴象之争[嘻嘻],北京 东城区,女,0.9896620046132155,来自河北
2020,24年07月08日 12:01,AI这么时尚，甄嬛都成现代人了！👗,来自江西,AI这么时尚，甄嬛都成现代人了！👗,北京 东城区,女,0.9123039990761639,来自江西
2021,24年07月08日 12:01,我也想知道这个APP的详情,来自云南,我也想知道这个APP的详情,北京 东城区,女,0.21507107739866282,来自云南
2022,24年07月08日 11:59,这AI技术，甄嬛传都更新这么快？🎮,来自贵州,这AI技术，甄嬛传都更新这么快？🎮,北京,女,0.4555875929506602,来自贵州
2023,24年07月08日 11:41,真是让人不敢相信,来自江西,真是让人不敢相信,北京 东城区,女,0.25392860356205793,来自江西
2024,24年07月08日 11:49,这个升级听起来很期待,来自辽宁,这个升级听起来很期待,北京 东城区,女,0.8997238227459939,来自辽宁
2025,24年07月08日 11:47,听说新功能比现在的好几百倍,来自山东,听说新功能比现在的好几百倍,北京 东城区,女,0.8536380694523283,来自山东
2026,24年07月08日 11:46,这都跟谁学的呀,来自天津,这都跟谁学的呀,北京,女,0.525113168663767,来自天津
2027,24年07月08日 11:46,Apple Intelligence果然力量强大，赶快期待吧✨,来自云南,Apple Intelligence果然力量强大，赶快期待吧✨,北京 东城区,女,0.9924189864042751,来自云南
2028,24年07月08日 11:45,有没有可能把游戏智能这一块独立出去,来自江西,有没有可能把游戏智能这一块独立出去,北京 东城区,女,0.6100427604673395,来自江西
2029,24年07月08日 11:44,这名字取的很高级,来自辽宁,这名字取的很高级,北京 东城区,女,0.4614873030385592,来自辽宁
2030,24年07月08日 11:43,这Siri升级听起来很诱人,来自江苏,这Siri升级听起来很诱人,北京 东城区,女,0.6458183325714275,来自江苏
2031,24年07月08日 11:42,AI时代的到来真是让人充满期待,来自广东,AI时代的到来真是让人充满期待,北京 东城区,女,0.9814456821951891,来自广东
2032,24年07月08日 12:05,4先来看看😅,来自安徽,4先来看看😅,北京 东城区,女,0.3522652176455736,来自安徽
2033,24年07月08日 12:05,这消息太棒了！我不能没有我的siri,来自福建,这消息太棒了！我不能没有我的siri,北京 东城区,女,0.6456849712696485,来自福建
2034,24年07月08日 12:02,感觉把AI融入到日常生活中的每一个角落会是未来的趋势,来自福建,感觉把AI融入到日常生活中的每一个角落会是未来的趋势,北京 东城区,女,0.9999214919662636,来自福建
2035,24年07月08日 12:02,感觉苹果这个决定很是不错,来自贵州,感觉苹果这个决定很是不错,北京 东城区,女,0.9722299019682068,来自贵州
2036,24年07月08日 12:02,4系统,来自江西,4系统,北京 东城区,女,0.2601432724199687,来自江西
2037,24年07月08日 11:58,期待新款siri！,来自浙江,期待新款siri！,北京,女,0.8997689021670783,来自浙江
2038,24年07月08日 11:56,有没有可能把现有的小岳岳版本升级一下呢,来自河北,有没有可能把现有的小岳岳版本升级一下呢,北京,女,0.8242140833900459,来自河北
2039,24年07月08日 11:55,有没有可能把游戏里的语音助手也优化一下,来自云南,有没有可能把游戏里的语音助手也优化一下,北京 东城区,女,0.9295268053949584,来自云南
2040,24年07月08日 11:54,这个升级版的人工智能听起来好高级,来自河北,这个升级版的人工智能听起来好高级,北京 东城区,女,0.7145148874501169,来自河北
2041,24年07月08日 11:53,好奇这个新版siriusay能像desiree那样做英语辅导嘛,来自江苏,好奇这个新版siriusay能像desiree那样做英语辅导嘛,北京 东城区,女,0.9074105968118131,来自江苏
2042,24年07月08日 11:52,有没有可能把现在siri的知识系统升级一下,来自北京,有没有可能把现在siri的知识系统升级一下,其他,女,0.719136958800613,来自北京
2043,24年07月08日 11:51,这名字起的很有智慧,来自贵州,这名字起的很有智慧,北京 东城区,女,0.8863875957252402,来自贵州
2044,24年07月08日 11:50,苹果这是要搞分身术了？,来自辽宁,苹果这是要搞分身术了？,北京 东城区,女,0.7310480213312537,来自辽宁
2045,24年07月08日 11:44,4吧🎮,来自福建,4吧🎮,北京 东城区,女,0.385763867895091,来自福建
2046,24年07月08日 11:35,这个智能助手听起来很高级,来自福建,这个智能助手听起来很高级,北京 东城区,女,0.8067912001707498,来自福建
2047,24年07月08日 11:33,谢谢爆料！看来我要再忍一段时间才等到新版siri,来自广东,谢谢爆料！看来我要再忍一段时间才等到新版siri,北京 东城区,女,0.36320443992276275,来自广东
2048,24年07月08日 11:29,这个古尔曼消息准不准，每次准准准,来自辽宁,这个古尔曼消息准不准，每次准准准,北京 东城区,女,0.23187786850350023,来自辽宁
2049,24年07月08日 11:26,这名字起的真是...,来自山东,这名字起的真是...,北京 东城区,女,0.4248804246629201,来自山东
2050,24年07月08日 11:23,Apple intelligence到底牛不牛逼,来自四川,Apple intelligence到底牛不牛逼,北京,女,0.5776640447426328,来自四川
2051,24年07月08日 11:20,支持把AI整合到Game Center里,来自广东,支持把AI整合到Game Center里,北京 东城区,女,0.13245243576577603,来自广东
2052,24年07月08日 11:12,这个全新的siri听起来很高级,来自安徽,这个全新的siri听起来很高级,北京 东城区,女,0.8034348610304114,来自安徽
2053,24年07月08日 11:09,看介绍感觉Apple intelligence会比现在的好很多,来自广东,看介绍感觉Apple intelligence会比现在的好很多,北京 东城区,女,0.8497912842773138,来自广东
2054,24年07月08日 11:08,4还能接受😁,来自云南,4还能接受😁,北京 东城区,女,0.45350929227665526,来自云南
2055,24年07月08日 11:07,Apple intelligence感觉好高级,来自辽宁,Apple intelligence感觉好高级,北京 东城区,女,0.47498306786423394,来自辽宁
2056,24年07月08日 11:07,支持！,来自江苏,支持！,北京 东城区,女,0.626712328767123,来自江苏
2057,24年07月08日 11:07,果然如网友所料,来自天津,果然如网友所料,北京,女,0.4882697166916382,来自天津
2058,24年07月08日 10:40,哇！这个视频很搞笑,来自天津,哇！这个视频很搞笑,北京,女,0.6792428289541481,来自天津
2059,24年07月08日 10:33,请问这个视频在哪里看,来自广东,请问这个视频在哪里看,北京 东城区,女,0.1891008926315627,来自广东
2060,24年07月08日 11:25,这个视频我刷了五六遍,来自浙江,这个视频我刷了五六遍,其他,女,0.8688886196391943,来自浙江
2061,24年07月08日 11:25,这视频我看了七八遍,来自广东,这视频我看了七八遍,北京 东城区,女,0.8364148370036033,来自广东
2062,24年07月08日 11:20,感觉这个视频传播性很强,来自江苏,感觉这个视频传播性很强,北京 东城区,女,0.9937927093209957,来自江苏
2063,24年07月08日 11:19,面容ID省心又方便，再也不怕忘密码啦！😊,来自辽宁,面容ID省心又方便，再也不怕忘密码啦！😊,北京 东城区,女,0.01685486759973187,来自辽宁
2064,24年07月08日 11:16,这个广告好好玩啊，真的被吸引到了,来自云南,这个广告好好玩啊，真的被吸引到了,北京 东城区,女,0.8895723380423805,来自云南
2065,24年07月08日 11:15,哇！我竟然能在苹budong果官网上看到这个系列,来自云南,哇！我竟然能在苹budong果官网上看到这个系列,北京 东城区,女,0.5242276714094966,来自云南
2066,24年07月08日 11:15,小岳岳也太可爱了吧！,来自江苏,小岳岳也太可爱了吧！,北京 东城区,女,0.6426026644439906,来自江苏
2067,24年07月08日 11:13,这个视频太接地气儿啦,来自福建,这个视频太接地气儿啦,北京 东城区,女,0.937032192502662,来自福建
2068,24年07月08日 11:11,小岳岳的幽默和苹果的科技，天作之合！✨,来自山东,小岳岳的幽默和苹果的科技，天作之合！✨,北京 东城区,女,0.7887727107620474,来自山东
2069,24年07月08日 11:11,有没有可能把这个理念普及给其他手机厂商,来自广东,有没有可能把这个理念普及给其他手机厂商,北京 东城区,女,0.6392908854129822,来自广东
2070,24年07月08日 11:08,用苹果手机，安全又方便,来自贵州,用苹果手机，安全又方便,北京 东城区,女,0.7793441886840365,来自贵州
2071,24年07月08日 11:05,这视频让我想换新手机,来自天津,这视频让我想换新手机,北京,女,0.23514879581827053,来自天津
2072,24年07月08日 11:03,这个视频让我决定换手机啦,来自贵州,这个视频让我决定换手机啦,北京 东城区,女,0.3011129940415067,来自贵州
2073,24年07月08日 11:03,这个视频播放好慢,来自云南,这个视频播放好慢,北京 东城区,女,0.40766678576470383,来自云南
2074,24年07月08日 11:02,刚把旧手机换成了苹果手机,来自辽宁,刚把旧手机换成了苹果手机,北京 东城区,女,0.33115769569373255,来自辽宁
2075,24年07月08日 11:02,小岳岳代言苹果，安全感满满！😄,来自江苏,小岳岳代言苹果，安全感满满！😄,北京 东城区,女,0.6752791554566214,来自江苏
2076,24年07月08日 11:01,这个视频提醒了我升级系统,来自辽宁,这个视频提醒了我升级系统,北京 东城区,女,0.4062194675244776,来自辽宁
2077,24年07月08日 11:01,哇！这可是我的快乐源泉,来自河北,哇！这可是我的快乐源泉,北京,女,0.9853185688650447,来自河北
2078,24年07月08日 11:00,有没有可能把视频单独拿出来分享,来自安徽,有没有可能把视频单独拿出来分享,北京 东城区,女,0.8963227884242623,来自安徽
2079,24年07月08日 10:59,笑死！这剧情像极了我的朋友圈,来自辽宁,笑死！这剧情像极了我的朋友圈,北京 东城区,女,0.5237727147798429,来自辽宁
2080,24年07月08日 10:57,这视频传播效果应该不错,来自贵州,这视频传播效果应该不错,北京,女,0.9868968250582317,来自贵州
2081,24年07月08日 10:57,这款手机真的值得拥有,来自江苏,这款手机真的值得拥有,北京 东城区,女,0.9850932850581038,来自江苏
2082,24年07月08日 10:57,这视频让我想换手机,来自江苏,这视频让我想换手机,北京 东城区,女,0.1575737923016165,来自江苏
2083,24年07月08日 10:48,这个视频也太萌了吧！,来自贵州,这个视频也太萌了吧！,北京 东城区,女,0.7424730941161221,来自贵州
2084,24年07月08日 10:47,好家伙！!我还以为是我网不好,来自江西,好家伙！!我还以为是我网不好,北京 东城区,女,0.3308652890862257,来自江西
2085,24年07月08日 10:46,这个视频有点意思,来自贵州,这个视频有点意思,北京 东城区,女,0.65976060732893,来自贵州
2086,24年07月08日 10:44,这视频...我重复看了五六遍,来自贵州,这视频...我重复看了五六遍,北京 东城区,女,0.7457905705047335,来自贵州
2087,24年07月08日 10:44,感觉这个视频的风格很像果味儿网易云音乐,来自天津,感觉这个视频的风格很像果味儿网易云音乐,北京,女,0.973783136420149,来自天津
2088,24年07月08日 10:43,这视频让我想买iPhone的心情又加剧了几分,来自广东,这视频让我想买iPhone的心情又加剧了几分,北京 东城区,女,0.12668070768391693,来自广东
2089,24年07月08日 10:43,苹果真是把用户体验做到极致了，点赞！,来自江西,苹果真是把用户体验做到极致了，点赞！,北京 东城区,女,0.9350860374545565,来自江西
2090,24年07月08日 10:43,这个视频传播力度大不大,来自贵州,这个视频传播力度大不大,北京 东城区,女,0.6694247816674512,来自贵州
2091,24年07月08日 10:41,"小岳岳代言的？那我就放心用了<img alt=""[doge]"" title=""[doge]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/a1/2018new_doge02_org.png"" />",来自云南,小岳岳代言的？那我就放心用了[doge],北京 东城区,女,0.6782605094613776,来自云南
2092,24年07月08日 10:41,这个视频里的背景音乐好熟悉,来自贵州,这个视频里的背景音乐好熟悉,北京 东城区,女,0.9670705304514842,来自贵州
2093,24年07月08日 10:40,居然请到了我男神郭德纲徒弟来演这条信息安全视频,来自贵州,居然请到了我男神郭德纲徒弟来演这条信息安全视频,北京 东城区,女,0.5427383578320563,来自贵州
2094,24年07月08日 10:39,这个视频看了想换手机,来自安徽,这个视频看了想换手机,北京 东城区,女,0.1934585414815696,来自安徽
2095,24年07月08日 10:39,请问这个视频在哪里可以看,来自贵州,请问这个视频在哪里可以看,北京 东城区,女,0.1891008926315627,来自贵州
2096,24年07月08日 10:38,哈哈哈这视频看得我想换手机,来自广东,哈哈哈这视频看得我想换手机,北京 东城区,女,0.5876720473254959,来自广东
2097,24年07月08日 10:37,这个视频是苹果官方出的还是第三方出的呀,来自广东,这个视频是苹果官方出的还是第三方出的呀,北京 东城区,女,0.7193500009454296,来自广东
2098,24年07月08日 10:37,哈哈哈这视频传遍全网,来自江西,哈哈哈这视频传遍全网,北京 东城区,女,0.9529075154017285,来自江西
2099,24年07月08日 10:37,iPhone新广告好有趣，隐私安全一流！👏,来自云南,iPhone新广告好有趣，隐私安全一流！👏,北京 东城区,女,0.9892710440331475,来自云南
2100,24年07月08日 10:37,把这条转给我爸,来自江苏,把这条转给我爸,北京 东城区,女,0.8723810350636289,来自江苏
2101,24年07月08日 10:34,哈哈哈！这是要提醒我们注意信息安全嘛,来自江苏,哈哈哈！这是要提醒我们注意信息安全嘛,北京 东城区,女,0.8143969412258203,来自江苏
2102,24年07月07日 16:48,想了解一下这款电脑玩游戏怎么样,来自江苏,想了解一下这款电脑玩游戏怎么样,北京 东城区,女,0.9322460916459856,来自江苏
2103,24年07月07日 16:44,没想到这个超算这么快就研发出来了，可以运用在实际生活当中吗？,来自贵州,没想到这个超算这么快就研发出来了，可以运用在实际生活当中吗？,北京 东城区,女,0.8525406596667273,来自贵州
2104,24年07月07日 16:40,这能用来干嘛,来自广东,这能用来干嘛,北京 东城区,女,0.2328180848821818,来自广东
2105,24年07月07日 16:39,10624个强大节点，不愧是最强大的计算机！😲,来自辽宁,10624个强大节点，不愧是最强大的计算机！😲,北京 东城区,女,0.9993815957655585,来自辽宁
2106,24年07月07日 16:38,是不是可以用它来替代我家里的那些老电器,来自贵州,是不是可以用它来替代我家里的那些老电器,北京 东城区,女,0.9798443467450544,来自贵州
2107,24年07月07日 16:38,这将是科学研究的重大突破,来自广东,这将是科学研究的重大突破,北京 东城区,女,0.9900124066036439,来自广东
2108,24年07月07日 16:37,Aurora能玩游戏不,来自山东,Aurora能玩游戏不,北京 东城区,女,0.6861388330599101,来自山东
2109,24年07月07日 16:37,感觉以后科研方面会大有作为,来自山东,感觉以后科研方面会大有作为,北京 东城区,女,0.846141229860889,来自山东
2110,24年07月07日 16:34,哇哦~这可是中国第一台千万核层级自主研发的 AI 芯片,来自山东,哇哦~这可是中国第一台千万核层级自主研发的 AI 芯片,北京 东城区,女,0.47782862544715055,来自山东
2111,24年07月07日 16:32,Aurora的名字好酷,来自天津,Aurora的名字好酷,北京,女,0.8130746500059691,来自天津
2112,24年07月07日 16:30,感觉这个电脑能代替我家所有电器了,来自贵州,感觉这个电脑能代替我家所有电器了,北京 东城区,女,0.7471296718814863,来自贵州
2113,24年07月07日 16:26,这个用于什么方面的呢,来自江西,这个用于什么方面的呢,北京 东城区,女,0.5000000000000004,来自江西
2114,24年07月07日 16:25,这能带来什么样的变革呢,来自江西,这能带来什么样的变革呢,北京 东城区,女,0.8921234228870947,来自江西
2115,24年07月07日 16:23,"哇塞，好酷<img alt=""[doge]"" title=""[doge]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/a1/2018new_doge02_org.png"" />",来自云南,哇塞，好酷[doge],北京 东城区,女,0.7479133597517774,来自云南
2116,24年07月07日 16:22,这个超级计算机真是太强大了！,来自辽宁,这个超级计算机真是太强大了！,北京 东城区,女,0.7826914075701306,来自辽宁
2117,24年07月07日 16:57,Aurora的名字好高大上,来自江西,Aurora的名字好高大上,北京 东城区,女,0.8358755918252093,来自江西
2118,24年07月07日 16:57,想知道这个电脑如果用来玩游戏会怎么样,来自河北,想知道这个电脑如果用来玩游戏会怎么样,北京 东城区,女,0.8375480217260702,来自河北
2119,24年07月07日 16:57,这算不算人类科学史上的一个重要里程碑呢,来自贵州,这算不算人类科学史上的一个重要里程碑呢,北京 东城区,女,0.9731433651559576,来自贵州
2120,24年07月07日 16:56,"AI现在越来越多了 而且应用也越来越广泛  我也开始期待这部电脑的诞生咯<img alt=""[打call]"" title=""[打call]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/39/moren_dacall02_org.png"" /><img alt=""[打call]"" title=""[打call]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/39/moren_dacall02_org.png"" />",来自贵州,AI现在越来越多了 而且应用也越来越广泛  我也开始期待这部电脑的诞生咯[打call][打call],北京 东城区,女,0.9648636043069392,来自贵州
2121,24年07月07日 16:50,感觉很震撼的样子耶，期待值拉满啦,来自贵州,感觉很震撼的样子耶，期待值拉满啦,北京 东城区,女,0.873986124652096,来自贵州
2122,24年07月07日 16:13,这么快就研发出这个了呀 哇塞 而且还有超强的处理器 我有点想体验一下 这该多爽啊,来自江苏,这么快就研发出这个了呀 哇塞 而且还有超强的处理器 我有点想体验一下 这该多爽啊,北京 东城区,女,0.9624662666158809,来自江苏
2123,24年07月07日 17:06,有没有可能做成手机应用商店直接下载的那种格式,来自广东,有没有可能做成手机应用商店直接下载的那种格式,北京 东城区,女,0.6452378011483675,来自广东
2124,24年07月07日 16:57,请问这个平台的收费模式是怎样的,来自广东,请问这个平台的收费模式是怎样的,北京 东城区,女,0.040752752092709676,来自广东
2125,24年07月07日 16:55,感觉这个对于短视频创作者来说超级友好！,来自辽宁,感觉这个对于短视频创作者来说超级友好！,北京 东城区,女,0.8940651859090625,来自辽宁
