评论时间,评论者IP归属地,评论内容
2024年09月12日 15:20,来自四川,我本科入学报的生物科学，但给我调剂到一个文科专业了。我唯一能相当的原因就是我有色弱，分数是远超的。
2024年09月13日 08:23,来自重庆,怎么说呢，没什么感想，大部分人是不会自愿上班的，但······钱最重要[笑cry]
2024年09月12日 17:58,来自浙江,好像（大部分人）大学里所学的专业和以后从事的工作，97%是两回事[doge]…  犹如婚姻和爱情的区别……
2024年09月12日 16:03,来自黑龙江,第一份工作，可能是找到正确方向的起点
2024年09月12日 18:13,来自四川,如果工作同时是自己热爱的那该多好啊
2024年09月12日 16:03,来自广东,第一份工作真能改变视野呢！
2024年09月12日 16:03,来自安徽,新起点，加油鸭！
2024年09月13日 07:40,来自广东,能搞钱的工作就是好工作。[思考]
2024年09月14日 08:49,来自江苏,只要我的工作喜欢我，我喜不喜欢它都不重要
2024年09月12日 17:20,来自安徽,我cnc加工，，，后来做了it     现在一直做运维。
2024年09月12日 16:03,来自青海,兴趣第一，勇敢无畏！
2024年09月12日 16:03,来自安徽,第一份工作，指路明灯，照亮职业前行路
2024年09月12日 16:03,来自青海,做自己喜欢的工作最重要，即使专业不对口[哇]
2024年09月12日 16:03,来自安徽,专业不符，勇敢追求心
2024年09月12日 16:03,来自安徽,第一份工作教会我的，是更多的第一次
2024年09月12日 16:03,来自安徽,第一份工作真心重要！
2024年09月12日 16:03,来自青海,第一份工作，决定着未来的路向
2024年09月14日 07:36,来自河北,不喜欢
2024年09月12日 16:03,来自河南,第一份工作决定未来方向
2024年09月12日 16:03,来自黑龙江,热爱，未来更闪亮
2024年09月12日 16:03,来自宁夏,第一份工作很重要，决定以后方向
2024年09月12日 16:03,来自黑龙江,个人兴趣也很重要，让工作更有动力和意义
2024年09月13日 23:15,来自广东,别担心，你再对口，领导都会说你不对口。
2024年09月12日 09:59,来自北京,广告学是坑，学不到什么+理论与实际工作严重脱节+就业没门槛+市场行情极差。好消息是我们大学我们专业已经取消了，不招生了，我们是限量版毕业生[笑cry]。另外就是各种管理，工商管理呀，企业管理呀。。什么的。。文科的坑。
2024年09月12日 10:02,来自广东,总的来说还是毕业生人数增长和就业市场萎缩之间的矛盾。以前太多乾坤大挪移的神话故事了。
2024年09月12日 10:23,来自福建,之前看一篇文章，飞行员现在都饱和了，好多都在等！
2024年09月12日 10:13,来自湖北,土木，法律，历史这三个天坑我都踩了[二哈]
2024年09月12日 10:05,来自浙江,国有三大通讯公司，千万别来，卷生卷死，活多钱少，市场饱和竞争激烈，内耗严重。
2024年09月12日 12:53,来自广西,【现在看比较稳定的就业方向，无非还是国家电网/烟草公司/铁路系统/移动，交通系统，石油系统/公务员/航海员和飞行员/国企央企/银行】——其中很多是父死子继的世袭制行业呀[思考]烟草电力铁路石油这些不说，你就说交通系统，江西国控集团周公子不是有句名言么，“名校研究生都别想容易进我单位。这个 http://t.cn/A6R3kNSy
2024年09月12日 13:36,来自上海,这些照片应该是八九十年代的大学吧
2024年09月12日 11:06,来自北京,按照现在国家文物保护趋势，是不是考古学已经从坑变成了坡？
2024年09月12日 09:56,来自广东,图一右下角，穿蓝色上衣的长发男生好看
2024年09月14日 11:32,来自河南,医学专业呢[疑问]
2024年09月14日 10:54,来自浙江,挂的美国地图，这是叫怨念还是执念
2024年09月12日 11:2024,来自北京,这都是八十年代的新一辈[允悲]
2024年09月12日 10:27,来自北京,“生化环材”五个坑全占了。不过这几个专业博士的话，去高校研究机构会好些
2024年09月13日 22:2024,来自浙江,这些照片好像记得是pku的
2024年09月12日 13:13,来自河北,心理学原来招生人数少，后来很多大学都设了心理学，供应增加，就业岗位有限。心理学适合第二学位。
2024年09月14日 20:51,来自河南,转发微博
2024年09月12日 11:39,来自广东,传说的“坑王”“坑中霸主”？[坏笑]
2024年09月14日 18:53,来自山东,这照片得35年以上了吧
2024年09月13日 09:33,来自广东,紫色的是什么花呀？好像蛮少见
2024年09月11日 13:06,来自广东,但是老师本身就是很厉害的人！老师给我一种不管学什么不管做什么都能做的很好的感觉[哇]
2024年09月11日 14:17,来自河北,学到了[抱一抱][抱一抱]
2024年09月11日 14:04,来自广东,美术和花当然有关系
2024年09月11日 13:27,来自广东,很棒的分享，谢谢
2024年09月11日 11:28,来自广西,很好的经验分享
2024年09月11日 11:20,来自江西,好流畅的表达[送花花]
2024年09月11日 11:00,来自江西,好美啊
2024年09月11日 10:36,来自江苏,写的好棒，同为美术类专业有被鼓励到……
2024年09月11日 09:2024,来自河南,还有必要考吗？学校缩编了
2024年09月11日 09:43,来自福建,孩子都没了，去交老年人么
2024年09月14日 15:07,来自江西,研究生了学校真的会发嘛[苦涩]我之前听我学姐说怎么不是
2024年09月12日 21:00,来自黑龙江,妈呀太好啦  等着考非全再考六级！！[泪]
2024年09月11日 09:10,来自贵州,真的假的
2024年09月11日 09:51,来自河南,感觉博主是做资质培训的，写的都不贴切市场，倘若真是有证就好，那还有毕业失业、大厂裁员、外卖和地摊增多情况
2024年09月11日 10:46,来自上海,没有人学教师资格证，那办培训班、给你发证得人也得没收入
2024年09月11日 09:19,来自江苏,存！
2024年09月11日 09:19,来自上海,知道教师资格证真的不难拿，难得是你后续考编，考编卷生卷死[泪][允悲][允悲][允悲]。
2024年09月11日 09:39,来自山东,按理有教师资格证就不用后续考试了，可以直接聘任就行了。 后面还的笔试面试，这个资格证就多余了。
2024年09月11日 09:37,来自山东,教师资格证就不需要这么个证。 学历证明就可以。考教师以后还有一个面试环节。这边加个教师资格证就是画蛇添足，增加一些不必要的证书。
2024年09月10日 14:47,来自江苏,您是我的网络老师[doge]，祝您教师节快乐[鲜花][鲜花][鲜花]
2024年09月10日 16:41,来自江苏,教师节也不说点好的事，至于么，已经过了愤青的年纪了哈。
2024年09月11日 06:43,来自河北,大实话
2024年09月10日 17:26,来自陕西,就为了夹带一点私活[笑cry]：在此过程中，学好英语也是在所必然，因为英语世界里，关于这三方面的知识，有更多、更新、更具启发性的研究，而且在不断深入。
2024年09月13日 13:29,来自江苏,中医药大学呢[doge]
2024年09月11日 00:14,来自上海,节日快乐（来晚了）
2024年09月10日 22:08,来自北京,朱老师节日快乐！[鲜花]
2024年09月10日 22:06,来自湖北,朱老师节日快乐
2024年09月10日 20:30,来自黑龙江,朱师节快
2024年09月10日 19:01,来自上海,教师节快乐[鲜花]
2024年09月10日 18:34,来自福建,节日快乐
2024年09月10日 18:19,来自江苏,先生节日快乐！是过节家里开了空调，还是在学校孵空调？
2024年09月10日 17:16,来自云南,轉發微博
2024年09月10日 17:01,来自安徽,朱老师教师节快乐[鲜花]
2024年09月10日 16:50,来自陕西,朱老师教师节快乐[心]
2024年09月10日 16:47,来自山东,祝您教师节快乐！每次看到您的微博总是有所收获，感谢！
2024年09月10日 16:34,来自贵州,教师节快乐～
2024年09月10日 15:22,来自北京,Thanks special 朱sir giving.今晚吃鸡[吃瓜]
2024年09月10日 15:03,来自四川,朱老师句句在理、字字珠玑。👍👍
2024年09月10日 14:54,来自浙江,节日快乐[鲜花][鲜花]
2024年09月10日 14:43,来自上海,这几天大学里先生的样子出来了[笑cry]
2024年09月10日 14:30,来自北京,你好，你感兴趣的“如何过好大学生活”已开通了超话社区～ 超话社区是微博旗下兴趣互动社区，快来与志同道合的小伙伴们一起交流互动吧！ 戳我进入>> #如何过好大学生活[超话]#
2024年09月12日 18:44,来自上海,朱老师说的真好！
2024年09月10日 15:40,来自上海,[熊猫]
2024年09月10日 15:34,来自重庆,老师还是豆腐心
2024年09月10日 14:43,来自海南,[老师好][老师好][老师好]
2024年09月10日 14:33,来自四川,看看
2024年09月10日 21:55,来自上海,滋老师教师节快乐，这么好的话题，结尾的保险链接呢？[doge]
2024年09月12日 15:08,来自北京,嘻嘻刚刚上课给高中生放了岳律的普法视频，下课就在兔妈那儿中奖了[鲜花][哈哈] http://t.cn/A6R1Vgva
2024年09月13日 04:2024,来自黑龙江,身体健康最重要
2024年09月12日 12:20,来自安徽,转发微博
2024年09月12日 10:03,来自内蒙古,不仅仅是法学，各学科各行业新手入门，都具有指导作用[作揖]
2024年09月13日 09:26,来自广东,老师您好，想询问一下关于在机构退学后资料书退还的问题。就是我上个月底在一家机构申请退学，在办理退学手续时在那边同意的情况下我把没有用过的资料书退回去给他们，但由于当时没有录音现在另外一个校长执意让我缴另外几本资料书的钱，说他们的书是一套一套买的，退回去他们就无法用了
2024年09月11日 12:35,来自四川,大学生活
2024年09月11日 12:50,来自河北,[good]
2024年09月11日 12:48,来自甘肃,[赞][赞]
2024年09月11日 21:45,来自云南,[good][good][good]
2024年09月11日 17:12,来自江苏,这个专业指南对我帮助很大
2024年09月11日 15:09,来自山东,普通大学里的王牌专业盘点
2024年09月11日 13:32,来自河北,[打call][打call][打call][打call][打call][打call]
2024年09月11日 13:06,来自湖北,值得收藏
2024年09月11日 12:51,来自河北,[打call]
2024年09月11日 12:49,来自北京,大学是最好的时光
2024年09月11日 12:48,来自浙江,转发微博
2024年09月11日 12:48,来自黑龙江,了解一下
2024年09月11日 12:47,来自山东,大学各专业就业指南
2024年09月11日 12:34,来自山东,如何过好大学生活
2024年09月14日 06:44,来自广西,[吃瓜]
2024年09月12日 10:08,来自江苏,[打call][打call][打call][打call]
2024年09月11日 19:36,来自山东,大学生活选择一个好的专业很重要啊
2024年09月11日 15:47,来自广东,大学重新洗牌～
2024年09月11日 15:29,来自山东,学习
2024年09月11日 14:23,来自湖南,谢谢分享，都是很好的经历
2024年09月11日 14:19,来自贵州,大学生活
2024年09月11日 13:42,来自山东,选自己喜欢的学校专业
2024年09月11日 13:25,来自浙江,这段话分析的很透彻了值得一看
2024年09月11日 13:17,来自河北,大学新生赶紧看过来
2024年09月11日 13:15,来自河北,真的好实用啊。马上收藏
2024年09月11日 13:15,来自福建,王牌专业在就业方面很有优势，可供家长参考
2024年09月11日 13:15,来自福建,哲学、历史、艺术等人文科学专业是大学中的王牌专业，培养学生综合思考能力
2024年09月11日 13:15,来自福建,王牌专业应该找准自己的兴趣方向，锲而不舍地发展，培养自己的优势
2024年09月11日 13:15,来自福建,哇，这些专业真是应接不暇，学校里也是藏龙卧虎啊
2024年09月11日 13:15,来自福建,医学、工程、计算机科学和商学在普通大学也颇具竞争力
2024年09月11日 13:15,来自福建,学校拼不过专业，选对了专业就是王牌
2024年09月11日 13:15,来自福建,挑选对的专业很重要
2024年09月11日 13:15,来自福建,医学类、工程类和计算机科学专业是大学里的热门选择
2024年09月11日 13:15,来自河北,大学的日子真舒服啊
2024年09月11日 13:14,来自北京,选专业关系到将来的就业
2024年09月11日 13:13,来自北京,选对专业很重要
2024年09月11日 13:13,来自河北,大学里面都能学到很多。
2024年09月11日 13:11,来自浙江,大学时光最美好的回忆
2024年09月11日 12:56,来自山东,谢谢科普
2024年09月11日 12:54,来自河北,[赞]
2024年09月11日 12:52,来自广东,AI智能是好专业[笑cry]
2024年09月11日 12:50,来自福建,如何过好大学生活[鲜花]
2024年09月11日 12:50,来自四川,选专业
2024年09月11日 12:48,来自河北,分析的真的是太透了呀
2024年09月11日 12:48,来自河北,分析的很透彻了值得一看
2024年09月11日 12:48,来自广东,大学专业太难选
2024年09月11日 12:48,来自山东,大学选好一个好专业很重要
2024年09月11日 12:47,来自浙江,分析的很透彻了值得一看
2024年09月11日 12:47,来自江苏,开启大学生活，了解热门专业！
2024年09月11日 12:47,来自福建,共同探索，知识的海洋！
2024年09月12日 13:20,来自天津,简直就是一派胡言，水平太差
2024年09月11日 13:15,来自福建,管理学、计算机科学、电气工程、社会学、心理学等专业都是普通大学的优势专业
2024年09月11日 13:15,来自福建,医学、工程、计算机科学、金融等专业都很重要
2024年09月11日 13:15,来自福建,挺好的，值得一看
2024年09月11日 13:15,来自广东,王牌专业必须选择适合自己的，不需要盲目跟风
2024年09月11日 13:15,来自福建,心理学、传媒、计算机科学、工商管理等专业是普通大学的王牌专业
2024年09月11日 13:12,来自北京,很详细，收藏了
2024年09月11日 13:12,来自河北,共同探索知识的海洋。
2024年09月11日 12:48,来自福建,普通大学也有顶尖专业，别小看！
2024年09月11日 12:48,来自河北,演技在线
2024年09月11日 12:47,来自甘肃,[赞][赞]
2024年09月11日 12:48,来自湖北,了解一下很好
2024年09月10日 19:22,来自北京,换个平台？去xhs流量更大[喵喵]
2024年09月13日 17:47,来自福建,二十年前考研的竞争、就业环境与今日没有可比性，如果博主晚出生二十年，升学、就业未必就尽人如意啊。红利期所带来的人生感悟对现在的年轻人来说未必能认同，也未必有指导作用。
2024年09月11日 19:23,来自福建,时代红利期（2005-2015，整个社会蓬勃发展）。今时不同往日，如今做律师，或各行各业，挺多都艰难生存下去。整体上就是一年比一年难。原先硕士研究生可以入职华大，现在博士研究生可能入职华大也没有那么容易。十年前开始做律师，十年后的今年开始做律师，完全不在一个内卷竞争层级。
2024年09月13日 18:53,来自江西,所以，老师您说在现在的时代大环境下我们是该先考研还是考公？
2024年09月12日 10:48,来自宁夏,时代变了，过去真的是红利期
2024年09月12日 10:22,来自广西,[good][good][good]眼光看的很远
2024年09月13日 14:41,来自浙江,时代的选择，现如今已没有可能了[允悲]
2024年09月13日 05:36,来自江苏,//@其他用户 :以前，公检法基本上是部队转业人员。现在的法官，本科生都很少了。硕士博士随便一扫一大堆。按理，更能公平公正大概率无错案。然而，事与愿违“深圳二级法院行政诉讼案件100%违法、生效裁判文书100%无效”这是完全可辩识的违法，咋就控制不住呢？一个结论：法官明知故意，毫无良知底线。为了
2024年09月13日 22:59,来自广东,@其他用户 
2024年09月16日 17:06,来自江西,社会需要真才实学的人才，只要有真才实学，才会有立足之地。
2024年09月11日 18:41,来自内蒙古,那时候高学历人才缺乏，如今研究生博士生满大街。
2024年09月11日 18:02,来自江西,以前，公检法基本上是部队转业人员。现在的法官，本科生都很少了。硕士博士随便一扫一大堆。按理，更能公平公正大概率无错案。然而，事与愿违“深圳二级法院行政诉讼案件100%违法、生效裁判文书100%无效”这是完全可辩识的违法，咋就控制不住呢？一个结论：法官明知故意，毫无良知底线。为了盘中大米！
2024年09月12日 16:03,来自山东,白姐，我是今年应届毕业生，入职省会城市市属国企的一家全资子公司，集团有法务部，但是子公司只有我一个法务。目前的情况是，子公司一点法律上的事情都没有，感觉学不到一点东西。出去当律师吧，家庭条件不太好，前几年会比较困难。
2024年09月16日 00:42,来自江苏,白姐，我前两天面试一个律所，开的薪资我很满意，就在南京，和你们律所靠的很近位置，但是我不知道我过两天法考有没有机会过关，现在很纠结去不去，因为她对我的要求里面没有过法考这一项，因为是律师助理，但是是做前端[泪]我还不能十分了解律师的前端干嘛的[允悲]
2024年09月12日 23:45,来自江苏,赞同，法务所形成的无论办公、人际还是商业、业务思维可以受益良久，主要是企业有共同的价值观和集体感，从企业出来后再做其他行业会有些难适应[开学季]但是技能都是自己从企业带走的总会有用武之地吧[开学季]
2024年09月12日 12:06,来自北京,值得法考上岸选择困难症的同学拜读[good]
2024年09月12日 15:29,来自广东,小白姐，33岁还能转行做律师吗？我在青岛，之前一直做财务和审计这方面业务，没有资源没有背景
2024年09月12日 12:37,来自福建,好！面试我就这么和面试官说“为什么我选择法务”[哇]
2024年09月12日 10:50,来自福建,谢律，写的很好！我原来就是长期从事集团公司法务岗的。
2024年09月12日 15:08,来自四川,真的，初入职场我学到的首先是商务技巧。说的完全在点！！
2024年09月13日 09:03,来自河南,受教，谢律[作揖]
2024年09月12日 19:20,来自安徽,[爱你][心]
2024年09月11日 20:43,来自江苏,说的没错，目前研三在校，很能理解那种专业被推着走，开题和论文推着走，甚至找工作推着走的感觉，就是没有积极性，做事拖沓效率低下。如果真能知道自己喜欢并擅长最后甚至能从事的行业或者工作，那算是一大人生成功了。希望自己能够在最后的时间顺利毕业能找到自己喜欢的工作，努力。😭
2024年09月12日 10:14,来自上海,实在找不到自己的爱好，那就精通一门外语，英语、日语、俄语、法语、德语、西班牙语，精通到和老外熟练对话。中国走向世界是必然的，不管啥专业，语音沟通都是第一步。
2024年09月11日 20:26,来自沙特阿拉伯,18年本科毕业的时候在朋友公司上了三个月班也不如意，最后还是选择去西藏清净两年，荒郊野外对着月亮说话才发现自己也不适合当个大头丘八，提干超了年龄就只剩下回家一条路，那就考研吧，今天正好回家四周年，研究生毕业第一年就外派国外了，也算是时来运转
2024年09月11日 16:47,来自山西,被动的保研草[允悲]
2024年09月11日 17:29,来自福建,好奇博主大学学的什么专业[哈哈]
2024年09月12日 18:58,来自天津,上头那些研究国关的还不如你呢
2024年09月12日 01:21,来自广西,国务院印度办需要你[doge]
2024年09月11日 22:51,来自辽宁,你适合去外交部边界司，和赵立坚同事[嘻嘻]
2024年09月11日 18:56,来自广东,是这个道理，但是往往需要很多尝试才知道自己的喜好和擅长
2024年09月11日 21:58,来自西藏,为时未晚
2024年09月11日 16:31,来自安徽,是的
2024年09月11日 17:53,来自北京,能从事一个自己感兴趣的专业，人生已经成功了一半。
2024年09月12日 11:2024,来自湖北,认可
2024年09月13日 11:50,来自河北,这个专业得多少分，孩子将来想当厨师🧑‍🍳[允悲]
2024年09月13日 11:56,来自山东,不光认真听，还认真吃呢[打call][打call][打call]
2024年09月13日 11:53,来自湖南,[打call][打call]
2024年09月13日 15:32,来自浙江,[允悲]
2024年09月13日 11:12,来自广东,上课就是上课，做个曲奇饼干还要写实验报告，并没有那么快乐
2024年09月13日 10:22,来自广东,我就这么过来的 学的时候很爽 就业很傻眼
2024年09月16日 20:14,来自陕西,你好，你感兴趣的“职场公开课”已开通了超话社区～ 超话社区是微博旗下兴趣互动社区，快来与志同道合的小伙伴们一起交流互动吧！ 戳我进入>> #职场公开课[超话]#
2024年09月15日 22:57,来自江苏,太精彩了扣人心弦
2024年09月15日 22:56,来自广东,迈入大学殿堂的你，等着你
2024年09月15日 22:53,来自河北,[心][心][心][心][心][心][心][心]
2024年09月15日 22:53,来自山东,大学各专业就业指南
2024年09月15日 22:52,来自北京,一起迎接挑战
2024年09月15日 22:58,来自山东,大学是一个充满探索与自我发现的过程，不要被一时的选择所局限。
2024年09月15日 22:53,来自江西,这篇指南真是太有用了，为我的大学选择指明了方向！
2024年09月15日 22:53,来自福建,这篇指南真是太有用了，为我的大学选择指明了方向！
2024年09月15日 22:53,来自贵州,祝愿你拥有一个充实而有意义的大学生涯！
2024年09月16日 08:11,来自黑龙江,[打call]
2024年09月15日 22:54,来自北京,努力探索新生活
2024年09月15日 22:53,来自江苏,专业选择，关乎未来成就。
2024年09月15日 22:56,来自山东,切勿仅仅被热门专业的光环所吸引[可爱]
2024年09月15日 22:55,来自湖北,指南很实用
2024年09月15日 22:46,来自广东,实用才是硬道理！但要找到热爱与实用性平衡的大学专业。‍💼🎓 #大学生活# #梦想与现实#
2024年09月15日 22:46,来自河南,成绩才是一切的本钱，但现在我明白了，爱好的力量无穷，它能引领我们发现不一样的自我。#珍惜大学四年的每一天#
2024年09月15日 22:46,来自河北,的确，面对现实很重要，但也不要忽视自己的爱好。
2024年09月15日 22:46,来自重庆,专业就业率才是现实的考量。但如今深入思考，方知兴趣与激情的重要性。
2024年09月15日 22:46,来自上海,珍惜当下才能少留遗憾 把握未来方向
2024年09月15日 22:46,来自安徽,实用才是王道，爱好算个啥🤮？💪
2024年09月15日 21:35,来自浙江,[给力][给力][给力][good][good][good]
2024年09月14日 18:20,来自上海,自从入了鸟坑好开心好快乐，还买了书[干饭人][干饭人]，又去买了望远镜观鸟，天天看南半球游隼直播。最近准备把日语拾起来。
2024年09月14日 21:47,来自广东,我学林研究生学古植物……😂……绝了……工作又在做林业了……我还是热爱大自然的！！！
2024年09月14日 23:34,来自广西,把看鸟变成了工作[哇]很开心
2024年09月15日 00:56,来自四川,如果要用专业找到对口工作还是需要一些热忱的[泪]像我这种真的读了硕才发现自己不喜欢当移液枪女工整天做实验，老师布置任务才动的，很难…原来我从小到大的热爱只是叶公好龙，只是一个喜欢博物馆和植物园的爱好者，喜欢观察他们而不是喜欢做分子实验，认识到这一点的时候真的很难受
2024年09月14日 20:18,来自广西,虽然没什么机会选择了，但是还是收藏了
2024年09月13日 18:52,来自广东,不要在那制造焦虑了，好吗？
2024年09月15日 13:03,来自山东,现在是企业提供不了复合大学生就业逾期待遇的工作。不是没工作。
2024年09月14日 08:25,来自河南,大学生很多都是迷茫 没有方向的，特别是一般的大学
2024年09月14日 03:45,来自山东,时代的尘埃
2024年09月14日 12:01,来自广东,以后只会一年比一年更难
2024年09月13日 15:30,来自河南,那百分之50都在干嘛
2024年09月13日 15:44,来自陕西,[允悲]
2024年09月13日 15:34,来自陕西,不错的[话筒]
2024年09月14日 07:14,来自广东,大专生获得offer获得率高，因为这类人没有大学生的身份傲气，愿意选择从事低于学历水平的工作，愿意和生活妥协，高等教育普及化时代的悲哀和无奈。
2024年09月15日 07:51,来自广东,《办人民满意的教育》
2024年09月14日 17:39,来自江苏,[嘻嘻]
2024年09月13日 20:39,来自广东,严谨[赞] 请细说 就业预期合理调整[思考]
2024年09月14日 06:23,来自江西,[good]
2024年09月14日 06:19,来自上海,学厉贬值？
2024年09月14日 08:50,来自陕西 ,关注
2024年09月14日 01:14,来自云南,关注
2024年09月13日 23:27,来自广西,关注
2024年09月13日 22:58,来自山东,关注热点，传播法律知识@其他用户 
2024年09月13日 22:29,来自陕西,关注➕
2024年09月13日 22:29,来自陕西,关注了
2024年09月13日 22:29,来自陕西,关注
2024年09月13日 22:21,来自四川,关注[吹风车][吹风车]
2024年09月13日 21:49,来自江苏,关注
2024年09月14日 08:16,来自山东,关注[打call]
2024年09月13日 21:29,来自甘肃,关注景泰检察，传递法治正能量。
2024年09月13日 21:09,来自安徽,周五好@其他用户 
2024年09月13日 20:07,来自北京,你好，你感兴趣的“职场公开课”已开通了超话社区～ 超话社区是微博旗下兴趣互动社区，快来与志同道合的小伙伴们一起交流互动吧！ 戳我进入>> #职场公开课[超话]#
2024年09月12日 22:07,来自广东,周四愉快
2024年09月12日 22:07,来自广东,晚上好
2024年09月13日 22:28,来自四川,很赞[赞][微笑]
2024年09月13日 09:57,来自四川,拥有自由、书、和阳光，人生哪有不快乐。☀️
2024年09月13日 05:2024,来自广东,[good][good][good][good]
2024年09月13日 05:18,来自北京,研究一下
2024年09月12日 23:44,来自河南,来看看
2024年09月12日 23:34,来自河南,来看看
2024年09月12日 23:30,来自四川,这个很实用[赞][微笑][微风]
2024年09月12日 22:54,来自江苏,晚安博士
2024年09月12日 22:37,来自山西,晚上好[鲜花]
2024年09月12日 22:05,来自云南,感谢分享[彩虹屁]
2024年09月12日 21:55,来自河南,谢谢分享
2024年09月12日 21:51,来自湖北,生活从未变得容易，只不过是我们变得更加坚强
2024年09月12日 21:51,来自山东,就业越来越难
2024年09月12日 21:22,来自甘肃,谢谢分享[鲜花][鲜花][鲜花][赞][赞啊]
2024年09月12日 21:19,来自山东,码住，感谢分享
2024年09月13日 08:53,来自广东,读大学的那一刻，我就知道了自己毕业了要去打工！[哈哈]
2024年09月13日 22:25,来自美国,毕业生的就业去向，学校有跟踪的能力吗？个人的同学多数毕业后就转行了，五花八门的，不知道能否反映在培养方案中。
2024年09月16日 01:2024,来自山东,[并不简单]
2024年09月12日 19:2024,来自北京,生物工程就业前景还是不错的，可以考虑制药、生物技术、食品加工等领域，但也要看个人兴趣和能力哦！[加油]
2024年09月12日 19:21,来自北京,叮~！您使用 “杭州校园” 发布的微博，已被超话君收录到您的专属超话 #杭州校园[超话]# 中了凹~想知道粉丝们都在超话里聊些什么嘛~快来宠粉翻牌吧！直达现场>>  #杭州校园[超话]# 
2024年09月12日 20:03,来自北京,法考早不是最难的考试了[doge][笑cry]
2024年09月17日 18:47,来自北京,其实，AI非常容易替代掉法律相关职位，还会更加公正。
2024年09月12日 22:00,来自北京,Get
2024年09月12日 19:54,来自广东,你是考的交警吗？为啥招电子工程系的，是不是不限专业呀（不过感觉招EE的岗位很少吧）
2024年09月12日 19:13,来自四川,我觉得最大的问题是简历，每次看到花里胡哨的简历就晕，其实人资筛简历的工作量是很大的，而且看多了简历，对那些花里胡哨毫无用处的经历一眼pass，主要看你对自身的认知和能力的描述。
2024年09月12日 14:01,来自重庆,大学专业的选择对于未来的就业有着重要的影响。根据教育部发布的《2024年普通高等学校本科专业目录》，2024年本科专业目录新增了24个专业，总数达到了816个。以下是一些不同专业类别的就业方向和前景：
2024年09月12日 14:07,来自重庆,收藏[赞]
2024年09月12日 14:05,来自重庆,学习了
2024年09月12日 14:04,来自重庆,毕业生可以利用这些资源和平台，结合自己的兴趣和职业规划，做出更适合自己的专业选择。
2024年09月12日 23:17,来自重庆,[泪][泪][泪]我还不配那12个字的夸奖
2024年09月12日 14:38,来自黑龙江,活着就不错了 干什么都行身体健康就好
2024年09月12日 13:21,来自江苏,[泪]
2024年09月12日 12:40,来自北京,哈哈，咱们宿舍的默契绝了，四年空调成摆设，友情凉凉却人心暖暖，一起度过的春夏秋冬都是独特风景，珍惜这份难得的“凉爽”和谐吧！[偷笑]
2024年09月12日 15:41,来自江苏,毫不相干
2024年09月12日 13:25,来自广东,目前大一，蹲个大家的答案[允悲]
2024年09月12日 11:42,来自湖北,擦边
2024年09月11日 08:58,来自广东,一身诗意千寻瀑，万古人间四月天。
2024年09月11日 11:35,来自四川,@其他用户 
2024年09月11日 08:51,来自辽宁,那我从各个角度都幸福[吃瓜]，就是没钱
2024年09月11日 08:38,来自辽宁,[心]
2024年09月11日 11:31,来自山东,难
2024年09月11日 11:01,来自山东,哦，北大历史系比清华建筑系录取分数低[doge]
2024年09月11日 10:05,来自广东,打小古建看多了，喜欢历史没毛病啊。
2024年09月12日 10:53,来自河南,果然够长[二哈][心][心]
2024年09月14日 09:02,来自广东,王律师你会考虑转型网红吗？感觉你不比已经进入大众眼帘的律师差
2024年09月12日 11:09,来自浙江,[good][good]
2024年09月12日 11:21,来自江苏,比小说好看[good]
2024年09月11日 16:53,来自湖北,经济管理是大类专业吗？
2024年09月11日 20:37,来自江苏,很多问题，你以为是技术问题，其实是管理问题——你技术上把XX度提升5%都很难，但管理上通过改变战略、组织、规则、制度、流程、内控逻辑...实现50% 100%的增长都是有可能的
2024年09月11日 14:53,来自北京,[good][good][good]
2024年09月11日 14:39,来自河北,感谢分享这个就业指南好用。
2024年09月11日 14:41,来自山东,人工智能专业的工作前景应该挺不错
2024年09月11日 14:39,来自山东,是需求规模最大的一个就业方向
2024年09月11日 14:40,来自广东,这个指南对我们这种毕业生太管用了
2024年09月11日 15:55,来自浙江,[亲亲]ᴮᵉ ˢᵘʳᵉ ᵗᵒ ˢᵗᵃⁿᵈ ⁱⁿ ᵗʰᵉ ʷᵒʳˡᵈ ʸᵒᵘ ˡᵒᵛᵉ ᵃⁿᵈ ˢʰⁱⁿᵉ.一定要站在自己所热爱的世界里，闪闪发亮@其他用户 
2024年09月11日 15:16,来自广西,花情纵似河阳好，客心倍伤边候早。[打call][挤眼]
2024年09月11日 15:04,来自四川,肖战顺顺利利！[心][心][心]@其他用户 
2024年09月11日 14:43,来自湖南,经济管理就像是一盘大棋，而人工智能则是其中的关键棋子。两者结合，必定能下出一盘好棋！
2024年09月11日 14:41,来自河北,一定要好好规划自己的人生
2024年09月11日 14:40,来自江苏,感谢分享，对家里的毕业生太管用了
2024年09月11日 14:40,来自山东,说的很全面了 谢谢你的分享 很受用！
2024年09月11日 14:40,来自河北,希望毕业后能找到一份心仪的工作
2024年09月11日 14:40,来自广东,分析的很专业，太实用了呀
2024年09月11日 14:40,来自山西,选择一个好的专业真的是太重要了。
2024年09月14日 17:47,来自湖北,您是哪里的老师？
2024年09月11日 15:02,来自重庆,未遇君时，眼眸里皆是星河，与君相遇，眼眸里皆是君影🌺。@其他用户 
2024年09月12日 09:22,来自重庆,好
